"College_code","Dept","1G","1K","1R","2AG","2AK","2AR","2BG","2BK","2BR","3AG","3AK","3AR","3BG","3BK","3BR","GM","GMK","GMR","SCG","SCK","SCR","STG","STK","STR"
"E094","AI Artificial
Intelligence","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180140","--","--","--","--","--","--","--","--"
"E094","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","153014","--","--","--","--","--","--","--","--"
"E094","CS","165968","--","--","149337","--","--","132950","--","160823","100913","--","--","102130","--","--","97189","142561","123927","140106","--","--","113717","--","--"
"E094","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174807","--","--","--","--","--","--","--","--"
"E094","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E095","AE","--","--","--","104576","--","--","97694","--","--","95238","--","--","94180","--","--","91440","--","164025","96998","--","--","171532","--","--"
"E095","AI Artificial
Intelligence","76741","--","--","67530","--","123172","44523","--","--","56165","--","--","53386","--","--","39942","--","99375","107723","--","--","--","--","--"
"E095","CA CS (AI, Machine
Learning)","63398","--","--","60509","--","--","54242","--","--","50102","--","--","57623","--","--","44950","--","111594","113165","--","--","--","--","--"
"E095","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177305","--","--","--","--","--","--","--","--"
"E095","CS","46654","--","69627","46866","81251","98216","42809","--","95010","37557","--","--","40251","--","57820","34953","54402","47865","74420","77017","94698","65565","--","--"
"E095","DS Comp. Sc. Engg-
Data Sc.","85422","--","--","65976","--","--","71316","--","--","56053","--","--","71681","--","--","53433","104046","158624","130762","--","--","--","--","--"
"E095","EC","106887","--","--","121861","--","--","94043","--","--","69127","--","--","86353","--","127871","68960","104204","95128","178494","--","--","109581","--","--"
"E095","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","169534","--","--","--","--","--","--","--","--"
"E095","IS","80015","82221","--","54434","--","120423","52221","--","--","45808","--","--","45586","--","--","43089","55828","55944","106301","--","140904","72273","--","--"
"E095","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E095","MT","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178784","--","--","--","--","--","--","--","--"
"E096","AD Artificial
Intel, Data Sc","--","--","--","90823","--","--","69182","--","--","68140","--","--","81244","--","--","57939","95386","104641","176227","--","--","68681","--","--"
"E096","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180860","--","--","--","--","--","--","--","--"
"E096","CS","59616","--","98040","64893","142709","87964","43017","--","--","41972","--","--","56619","--","64384","41466","47539","57790","97857","--","101506","64404","--","--"
"E096","EC","98464","--","--","178018","--","--","148150","--","--","99299","--","174177","103075","--","155240","90687","157108","140701","162678","--","175562","156053","--","--"
"E096","IS","110766","--","--","90624","--","--","72946","--","121210","62160","--","--","61999","--","81723","60975","76609","69457","93286","--","169347","74155","--","--"
"E096","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E097","AD Artificial
Intel, Data Sc","24672","--","--","33754","--","38208","34493","--","--","17082","--","--","24952","--","--","16990","43750","33745","56052","--","162231","--","--","--"
"E097","AI Artificial
Intelligence","24838","--","--","36776","--","91403","19510","--","--","17838","--","--","17729","--","--","16355","--","28597","52919","78563","--","--","--","--"
"E097","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181717","--","--","--","--","--","--","--","--"
"E097","CS","20165","--","35806","19998","31843","25961","12921","--","--","12249","--","--","14321","--","19035","11375","22004","18699","43816","72724","78123","26068","--","--"
"E097","EC","49203","--","69480","56338","--","80785","52565","--","139661","35791","--","--","31613","154872","72886","29709","42059","56821","83315","101199","148726","59058","--","--"
"E097","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179553","--","--","--","--","--","--","--","--"
"E097","IS","27040","--","--","28577","--","35521","23395","--","143327","17578","--","23837","16898","--","22120","14717","42634","21908","52959","--","93237","45004","--","--"
"E097","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179477","--","--","--","--","--","--","--","--"
"E098","CD Computer Sc.
and Design","84882","--","--","82973","--","--","57131","--","--","46837","--","--","55817","--","--","46522","102491","100925","110544","--","--","--","--","--"
"E098","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174239","--","--","--","--","--","--","--","--"
"E098","CS","30705","--","--","36726","--","67382","31988","--","--","32364","--","44224","31578","46958","--","26222","41868","39981","65450","--","151600","39264","--","--"
"E098","EC","115630","--","--","130975","--","--","113243","--","--","80499","--","--","135534","--","--","68500","106391","99845","180364","--","--","149479","--","--"
"E098","IS","36624","--","--","53729","--","62219","42068","--","--","39633","--","--","36084","--","--","36068","46650","58882","92295","--","--","87391","--","107720"
"E098","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E099","AI Artificial
Intelligence","20389","--","--","25969","--","40117","13333","--","57060","14677","--","--","14337","27899","--","13060","23438","20872","47052","--","52821","26511","--","--"
"E099","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","171948","--","--","--","--","--","--","--","--"
"E099","CO Computer
Engineering","26871","--","--","32137","--","--","22882","--","--","21011","--","--","17742","--","--","14597","40765","25457","51648","--","--","--","--","96430"
"E099","CS","11471","--","24496","12542","17803","22868","11524","--","85640","9982","--","--","10759","--","17292","8731","17061","16727","26172","49087","35408","19061","--","--"
"E099","EC","26552","--","55055","34388","--","49514","47576","--","--","23417","--","--","22292","--","39826","20706","32200","32580","52812","--","101012","40578","--","--"
"E099","EE","106535","--","--","151165","--","--","108736","--","--","97644","--","--","86516","--","--","64214","138647","132360","136967","--","--","153200","--","--"
"E099","IS","16896","--","--","20885","--","26926","20263","--","--","12988","29704","--","12314","--","19620","11495","18612","19027","32145","--","50274","22959","--","--"
"E099","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180569","--","--","--","--","--","--","--","--"
"E100","AI Artificial
Intelligence","103422","--","--","127388","--","--","--","--","--","105086","--","--","122416","--","--","99770","172524","138709","156295","--","--","--","--","--"
"E100","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E100","CS","69336","--","--","93194","--","113350","82504","--","--","68496","--","--","88742","--","102537","67162","97842","81883","142713","--","--","107315","--","--"
"E100","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179750","--","--","--","--","--","--","--","--"
"E100","IS","--","--","--","99201","--","--","104556","--","--","83304","--","110130","96768","--","147025","79558","--","100664","151477","--","--","115865","--","--"
"E100","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E101","AD Artificial
Intel, Data Sc","85136","--","--","103789","--","121007","121872","--","--","80779","--","--","73021","--","--","70129","128782","104323","173594","--","--","--","--","--"
"E101","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179690","--","--","--","--","--","--","--","--"
"E101","CS","48224","--","--","42211","--","45372","47073","--","127942","37956","--","--","44805","--","45258","36937","37528","44024","69713","80793","133676","52600","--","--"
"E101","EC","75272","--","--","165581","--","--","78006","--","--","74802","--","176564","73005","--","--","66413","72242","107069","181359","--","--","74036","--","--"
"E101","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177875","--","--","--","--","--","--","--","--"
"E101","IS","75754","--","--","59482","--","142708","52883","--","--","54427","--","--","55120","--","--","52128","88244","64788","110944","--","159606","--","--","--"
"E101","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E102","AD Artificial
Intel, Data Sc","69421","--","--","89493","--","--","92728","--","--","56907","--","--","71688","--","--","55387","--","81714","163402","--","--","145198","--","--"
"E102","CA CS (AI, Machine
Learning)","117256","--","--","78796","--","138544","79691","--","--","54138","--","118638","63187","--","--","51150","87780","90017","176851","--","--","115136","--","--"
"E102","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182974","--","--","--","--","--","--","--","--"
"E102","CS","35167","--","--","49269","58742","100768","44236","--","--","33769","--","--","36363","--","44979","31606","51059","41246","76658","121734","177299","60450","--","--"
"E102","EC","158438","--","--","179084","--","--","127882","--","--","86937","--","--","93060","--","--","75682","111852","135473","183132","--","--","158124","--","--"
"E102","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182292","--","--","--","--","--","--","--","--"
"E102","IS","81093","130519","87832","76023","--","111714","58814","--","160993","44811","--","--","54062","89457","72024","43223","73062","61052","136807","--","--","89594","--","--"
"E102","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E103","AD Artificial
Intel, Data Sc","29938","--","--","43903","--","59691","39210","--","--","33067","--","--","28932","--","--","28492","59693","49140","106138","--","--","--","--","--"
"E103","AE","91219","--","--","139358","--","--","91483","--","--","77506","--","--","88338","--","--","75876","--","142866","142798","--","--","76952","--","--"
"E103","AI Artificial
Intelligence","39625","--","--","37310","--","103129","37978","--","--","29725","--","--","28088","--","--","27614","64167","45760","104130","--","--","--","--","--"
"E103","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175059","--","--","--","--","--","--","--","--"
"E103","CS","24837","--","46349","28142","59435","40226","28445","--","60429","18907","--","--","23932","--","29569","18694","27240","28723","57178","--","86464","30108","--","--"
